year,month,day,cityid,case_count,death_count,new_case_count,new_death_count,vaccine_count,new_vaccine_count,fullvaccine_count,new_fullvaccine_count,new_case_rate,case_rate,new_death_rate,death_rate,new_vaccine_rate,vaccine_rate,new_fullvaccine_rate,fullvaccine_rate
2020,1,22,14,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,22,15,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,22,16,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,22,17,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,22,18,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,22,19,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,22,20,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,22,21,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,22,22,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,22,23,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,22,24,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,22,25,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,22,26,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,22,27,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,22,28,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,22,29,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,22,30,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,22,31,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,22,32,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,22,33,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,22,34,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,22,35,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,22,36,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,22,37,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,22,38,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,22,39,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,22,40,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,22,41,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,22,42,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,22,43,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,22,44,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,22,45,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,22,46,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,22,47,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,22,48,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,22,49,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,22,50,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,22,51,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,22,52,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,22,53,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,23,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,23,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,23,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,23,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,23,6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,23,7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,23,8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,23,9,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,23,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,23,11,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,23,12,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,23,13,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,23,14,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,23,15,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,23,16,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,23,17,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,23,18,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,23,19,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,23,20,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,23,21,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,23,22,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,23,23,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,23,24,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,23,25,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,23,26,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,23,27,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,23,28,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,23,29,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,23,30,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,23,31,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,23,32,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,23,33,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,23,34,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,23,35,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,23,36,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,23,37,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,23,38,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,23,39,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,23,40,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,23,41,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,23,42,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,23,43,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,23,44,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,23,45,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,23,46,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,23,47,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,23,48,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,23,49,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,23,50,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,23,51,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,23,52,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,23,53,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,24,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,24,3,1,0,.,.,.,.,.,.,.,.0194,.,0,.,.,.,.
2020,1,24,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,24,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,24,6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,24,7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,24,8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,24,9,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,24,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,24,11,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,24,12,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,24,13,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,24,14,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,24,15,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,24,16,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,24,17,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,24,18,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,24,19,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,24,20,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,24,21,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,24,22,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,24,23,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,24,24,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,24,25,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,24,26,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,24,27,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,24,28,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,24,29,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,24,30,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,24,31,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,24,32,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,24,33,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,24,34,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,24,35,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,24,36,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,24,37,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,24,38,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,24,39,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,24,40,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,24,41,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,24,42,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,24,43,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,24,44,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,24,45,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,24,46,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,24,47,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,24,48,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,24,49,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,24,50,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,24,51,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,24,52,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,24,53,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,25,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,25,3,1,0,0,.,.,.,.,.,0,.0194,.,0,.,.,.,.
2020,1,25,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,25,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,25,6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,25,7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,25,8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,25,9,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,25,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,25,11,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,25,12,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,25,13,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,25,14,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,25,15,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,25,16,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,25,17,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,25,18,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,25,19,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,25,20,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,25,21,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,25,22,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,25,23,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,25,24,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,25,25,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,25,26,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,25,27,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,25,28,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,25,29,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,25,30,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,25,31,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,25,32,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,25,33,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,25,34,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,25,35,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,25,36,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,25,37,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,25,38,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,25,39,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,25,40,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,25,41,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,25,42,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,25,43,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,25,44,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,25,45,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,25,46,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,25,47,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,25,48,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,25,49,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,25,50,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,25,51,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,25,52,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,25,53,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,26,1,1,0,.,.,.,.,.,.,.,.00996,.,0,.,.,.,.
2020,1,26,3,1,0,0,.,.,.,.,.,0,.0194,.,0,.,.,.,.
2020,1,26,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,26,5,1,0,.,.,.,.,.,.,.,.0223,.,0,.,.,.,.
2020,1,26,6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,26,7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,26,8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,26,9,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,26,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,26,11,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,26,12,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,26,13,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,26,14,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,26,15,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,26,16,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,26,17,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,26,18,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,26,19,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,26,20,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,26,21,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,26,22,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,26,23,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,26,24,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,26,25,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,26,26,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,26,27,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,26,28,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,26,29,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,26,30,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,26,31,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,26,32,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,26,33,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,26,34,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,26,35,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,26,36,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,26,37,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,26,38,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,26,39,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,26,40,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,26,41,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,26,42,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,26,43,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,26,44,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,26,45,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,26,46,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,26,47,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,26,48,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,26,49,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,26,50,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,26,51,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,26,52,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,26,53,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,27,1,1,0,0,.,.,.,.,.,0,.00996,.,0,.,.,.,.
2020,1,27,3,1,0,0,.,.,.,.,.,0,.0194,.,0,.,.,.,.
2020,1,27,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,27,5,1,0,0,.,.,.,.,.,0,.0223,.,0,.,.,.,.
2020,1,27,6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,27,7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,27,8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,27,9,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,27,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,27,11,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,27,12,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,27,13,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,27,14,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,27,15,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,27,16,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,27,17,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,27,18,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,27,19,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,27,20,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,27,21,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,27,22,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2020,1,27,23,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
